Inscricao;Perfil;Cargo;Estado;Concorre Vaga Ampla Concorrência;Concorre Vagas Reservadas às pessoas com deficiência;Concorre Vagas reservadas aos candidatos negros;Cidade onde realizará a 1a Etapa das Provas;Estado onde realizará a 1a Etapa das Provas
3002336;PE70;Biologia Celular e Molecular de microorganismos;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002794;PE02;Terapias avançadas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000935;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004248;PE40;Virologia com ênfase em doenças emergentes e reemergentes;Belo Horizonte;Sim;Não;Não;Rio de Janeiro;RJ
3003139;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003773;PE19;Educação profissional de nível médio com ênfase em trabalho e educação em saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001760;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002705;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Sim;Curitiba;PR
3001193;PE16;Ciência, Tecnologia e Inovação em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001471;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000149;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000433;PE51;Microbiologia Básica e Molecular aplicada a Bactérias e Protozoários causadores de Zoonoses;Recife;Sim;Não;Não;Recife;PE
3002546;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000799;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001756;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003433;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3004606;PE08;Microbiologia Ambiental com ênfase em saúde única;Rio de Janeiro;Sim;Não;Sim;Salvador;BA
3003124;PE37;Planejamento, Financiamento e Modelos de Gestão e Atenção à Saúde;Manaus;Sim;Não;Não;Manaus;AM
3001765;PE71;Epidemiologia Clínica;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003413;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Salvador;BA
3000913;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3001651;PE24;Biodiversidade e Vigilância Genômica no âmbito da Saúde Única;Campo Grande;Sim;Não;Não;Campo Grande;MS
3001736;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3000285;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Fortaleza;CE
3001195;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3003422;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Sim;Brasília;DF
3000825;PE17;Cooperação em Políticas, Sistemas e Gestão de Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003464;PE70;Biologia Celular e Molecular de microorganismos;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001748;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3001877;PE39;Biotecnologia aplicada a Inovações Terapêuticas e Imunobiológicos;Belo Horizonte;Sim;Não;Não;Porto Velho;RO
3002598;PE83;Pesquisa Qualitativa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002656;PE41;Biologia celular e molecular da interação vetor/patógeno/ hospedeiro;Belo Horizonte;Sim;Não;Sim;Belo Horizonte;MG
3000287;PE12;Epidemiologia;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002538;PE86;Biodiversidade e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000100;PE39;Biotecnologia aplicada a Inovações Terapêuticas e Imunobiológicos;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002127;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000937;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Sim;Recife;PE
3003237;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Porto Velho;RO
3001849;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Sim;Belo Horizonte;MG
3001255;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004004;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002741;PE17;Cooperação em Políticas, Sistemas e Gestão de Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002911;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Belo Horizonte;MG
3000276;PE12;Epidemiologia;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002316;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Recife;PE
3004477;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3002291;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3003438;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001364;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000982;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001723;PE67;Epidemiologia em uso de álcool e outras drogas;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3000707;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001002;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3000553;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002907;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Sim;Belo Horizonte;MG
3001275;PE01;Bioinformática;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003692;PE72;Pesquisa Clínica em Micobacterioses;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001916;PE41;Biologia celular e molecular da interação vetor/patógeno/ hospedeiro;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002596;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3003978;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Brasília;DF
3001603;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3000503;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3002262;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3000293;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001921;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Brasília;DF
3003256;PE37;Planejamento, Financiamento e Modelos de Gestão e Atenção à Saúde;Manaus;Sim;Não;Não;Manaus;AM
3001666;PE78;Comunicação e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000415;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Curitiba;PR
3000562;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002659;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000680;PE24;Biodiversidade e Vigilância Genômica no âmbito da Saúde Única;Campo Grande;Sim;Não;Não;Campo Grande;MS
3002297;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Não;Não;Curitiba;PR
3003887;PE65;Epidemiologista Social;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3001718;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001381;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Sim;Brasília;DF
3002854;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000065;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002952;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002244;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003176;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003722;PE17;Cooperação em Políticas, Sistemas e Gestão de Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003358;PE12;Epidemiologia;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000685;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Não;Recife;PE
3002380;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004664;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3000696;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3002468;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003974;PE49;Genética molecular de tripanossomatídeos patogênicos;Curitiba;Sim;Não;Não;Curitiba;PR
3003944;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004309;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Porto Velho;RO
3002519;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002594;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002858;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Brasília;DF
3003652;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3000127;PE65;Epidemiologista Social;Rio de Janeiro;Sim;Sim;Não;Rio de Janeiro;RJ
3003286;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002940;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Curitiba;PR
3000805;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Rio de Janeiro;RJ
3003814;PE01;Bioinformática;Rio de Janeiro;Sim;Sim;Não;Rio de Janeiro;RJ
3003075;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3003631;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3003888;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000660;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Rio de Janeiro;RJ
3000016;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001156;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3001402;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003066;PE12;Epidemiologia;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002818;PE69;Bioinformática aplicada a doenças infecciosas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004576;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001188;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3001923;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Salvador;BA
3003703;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3003754;PE49;Genética molecular de tripanossomatídeos patogênicos;Curitiba;Sim;Não;Sim;Curitiba;PR
3001472;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004496;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Sim;Belo Horizonte;MG
3002218;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3000990;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3003467;PE31;Virologia Evolutiva e Computacional;Salvador;Sim;Não;Não;Belo Horizonte;MG
3003327;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Brasília;DF
3003770;PE41;Biologia celular e molecular da interação vetor/patógeno/ hospedeiro;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3003757;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3003897;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001586;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001449;PE10;Assistência Farmacêutica;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004315;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3002458;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001935;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004001;PE60;Pesquisa Translacional;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003577;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004476;PE74;Informação Científica e Tecnológica em Saúde I;Rio de Janeiro;Sim;Não;Não;Campo Grande;MS
3003639;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004286;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Belo Horizonte;MG
3000587;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Sim;Fortaleza;CE
3001660;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Fortaleza;CE
3002625;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3003209;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Sim;Salvador;BA
3000382;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3000386;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Salvador;BA
3004385;PE39;Biotecnologia aplicada a Inovações Terapêuticas e Imunobiológicos;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002311;PE07;Análise de Políticas e Sistemas de Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000779;PE27;Micologia Médica;Porto Velho;Sim;Não;Não;Porto Velho;RO
3000465;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Recife;PE
3000120;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3002424;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000671;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Rio de Janeiro;RJ
3002703;PE55;Bioecologia, vigilância e controle de culicídeos;Recife;Sim;Não;Não;Campo Grande;MS
3004113;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002126;PE38;Microbiologia molecular com ênfase em bioinformática;Manaus;Sim;Não;Sim;Rio de Janeiro;RJ
3004482;PE50;Virologia Clássica e molecular;Recife;Sim;Não;Não;Belo Horizonte;MG
3004292;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000343;PE33;Medicina e Saúde Pública de Precisão;Salvador;Sim;Não;Não;Salvador;BA
3004428;PE17;Cooperação em Políticas, Sistemas e Gestão de Saúde;Rio de Janeiro;Sim;Não;Não;Recife;PE
3001673;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000800;PE62;Cientista de Dados;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002009;PE31;Virologia Evolutiva e Computacional;Salvador;Sim;Não;Não;Salvador;BA
3001750;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001714;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3000201;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Fortaleza;CE
3000107;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004075;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002943;PE39;Biotecnologia aplicada a Inovações Terapêuticas e Imunobiológicos;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3003590;PE10;Assistência Farmacêutica;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3001066;PE39;Biotecnologia aplicada a Inovações Terapêuticas e Imunobiológicos;Belo Horizonte;Sim;Não;Não;Recife;PE
3000827;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Não;Não;Rio de Janeiro;RJ
3003710;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001056;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3002972;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003903;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003482;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001592;PE55;Bioecologia, vigilância e controle de culicídeos;Recife;Sim;Não;Não;Recife;PE
3003097;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3004389;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000202;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002405;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Recife;PE
3000445;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3004363;PE16;Ciência, Tecnologia e Inovação em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3003003;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Sim;Belo Horizonte;MG
3002980;PE87;Bioquímica, Biologia Celular e Molecular de Helmintos de Interesses em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Teresina;PI
3003619;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003547;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003349;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002591;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004166;PE84;Pesquisa e Desenvolvimento de vacinas como estratégia de controle no combate a doenças infecto parasitárias;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003270;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000964;PE40;Virologia com ênfase em doenças emergentes e reemergentes;Belo Horizonte;Sim;Não;Não;Rio de Janeiro;RJ
3000241;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003774;PE16;Ciência, Tecnologia e Inovação em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003171;PE52;Genética Molecular Humana;Recife;Sim;Não;Não;Recife;PE
3003938;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001285;PE22;Educação profissional de nível médio na área de políticas de cuidado para a pessoa idosa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002906;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3004084;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001610;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002228;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Não;Manaus;AM
3001310;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004321;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001400;PE37;Planejamento, Financiamento e Modelos de Gestão e Atenção à Saúde;Manaus;Sim;Não;Não;Manaus;AM
3002274;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3000541;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Manaus;AM
3002237;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Curitiba;PR
3004702;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Sim;Campo Grande;MS
3001412;PE57;Vigilância em Saúde;Brasília;Sim;Não;Sim;Brasília;DF
3004117;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3004297;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000927;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3000431;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004388;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Rio de Janeiro;RJ
3004257;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001491;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003787;PE60;Pesquisa Translacional;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002168;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3001300;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001378;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002685;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000059;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002571;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002180;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001382;PE22;Educação profissional de nível médio na área de políticas de cuidado para a pessoa idosa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003836;PE02;Terapias avançadas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000425;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004457;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002359;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Não;Não;Curitiba;PR
3000659;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3003600;PE80;Desenvolvimento de metodologias de identificação e quantificação de nano produtos sujeitos à vigilância sanitária;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3004802;PE39;Biotecnologia aplicada a Inovações Terapêuticas e Imunobiológicos;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3004447;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Manaus;AM
3001460;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001782;PE02;Terapias avançadas;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
